名稱,來源平台,提供機關,格式,資源數,授權,最後更新,ODPortal,原始網址,分級,資源總數,已探測資源,最大記錄數,檔案類欄位,實際型態,合併筆數,合併來源,分級未涵蓋新增資源
10420-01-08-2 臺中市國民中學原住民教師數,政府開放資料平臺;臺中市政府,臺中市政府教育局,CSV;JSON;XML,10,OGDL-1.0,2026/8/11 下午 12:45:41,https://odportal.tw/dataset/E9nEhdmf,https://opendata.taichung.gov.tw/search/be476c07-340a-4a50-829e-76df91f267a8,真資料,10,3,102.0,,json,2,9_m1XqiD;E9nEhdmf,False
統計區原住民戶數統計,政府開放資料平臺,,XML,44,OGDL-1.0,2026/5/26 下午 04:05:13,https://odportal.tw/dataset/9dSnxir2,https://data.gov.tw/dataset/18651,真資料,44,2,1260.0,,xml,1,9dSnxir2,False
原住民平均餘命統計,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:53:18,https://odportal.tw/dataset/9owjfWQO,https://data.gov.tw/dataset/157732,真資料,3,2,40.0,,json;text,1,9owjfWQO,False
原住民族委員會職員年齡一覽表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:15:36,https://odportal.tw/dataset/9pwoPqnN,https://data.gov.tw/dataset/156657,真資料,3,2,528.0,,json;text,1,9pwoPqnN,False
臺北市原住民福利人數資料統計表含原住民人口數,臺北市政府,原民會,CSV,1,,2026/2/11 上午 10:59:32,https://odportal.tw/dataset/9wFIJ1Wt,https://data.taipei/dataset/detail?id=a59edba1-4e15-4ae5-8060-b483910ab8cb,網址無效,1,10,,,,1,9wFIJ1Wt,False
107年現住人口數按性別及原住民身分分,政府開放資料平臺,,JSON,12,OGDL-1.0,2025/5/29 下午 07:17:06,https://odportal.tw/dataset/A3Kzj4Mn,https://data.gov.tw/dataset/111959,真資料,12,2,114.0,,json,1,A3Kzj4Mn,False
原住民保留地非都市土地編定使用地類別統計表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:13:02,https://odportal.tw/dataset/A44G7INM,https://data.gov.tw/dataset/170605,真資料,3,2,2080.0,,json;text,1,A44G7INM,False
臺中市原住民族部落大學,政府開放資料平臺;臺中市政府,臺中市政府原住民族事務委員會,CSV;JSON;XML,3,OGDL-1.0,2026/8/11 下午 03:47:11,https://odportal.tw/dataset/AFmxBI8r,https://opendata.taichung.gov.tw/search/cd79ddc8-7fdc-4d1d-ba8f-afc9636802c9,真資料,3,2,49.0,,json;xml,2,AFmxBI8r;wU5E2bd2,False
115年7月基隆市現住原住民人數資料,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/8/3 下午 04:52:02,https://odportal.tw/dataset/AMKE7vFP,https://data.gov.tw/dataset/177512,真資料,1,1,11.0,,text,1,AMKE7vFP,False
30220-01-03-2 臺中市山地平地原住民年齡分配,政府開放資料平臺;臺中市政府,臺中市政府原住民族事務委員會,CSV;JSON;XML,18,OGDL-1.0,2026/8/7 下午 01:45:42,https://odportal.tw/dataset/AN9IhDpz,https://opendata.taichung.gov.tw/search/ce59cb4d-eae4-4326-bf08-1c0b24f04175,真資料,18,4,634.0,,json,2,AN9IhDpz;g1Fyz9ew,False
臺灣原住民族文學獎,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:49:18,https://odportal.tw/dataset/AdUeSpOc,https://data.gov.tw/dataset/157710,真資料,3,2,97.0,,json;text,1,AdUeSpOc,False
全國原住民族任公務人員概況按族別分,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/6 下午 04:09:04,https://odportal.tw/dataset/AhzoX5Jo,https://data.gov.tw/dataset/152220,真資料,1,1,198.0,,text,1,AhzoX5Jo,False
原住民族委員會嚴重特殊傳染性肺炎防治及紓困振興特別預算會計月報,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:53:33,https://odportal.tw/dataset/B6HYIIfT,https://data.gov.tw/dataset/122656,連結殼,3,2,10.0,檔案下載PDF;檔案下載XML,json;text,1,B6HYIIfT,False
桃園市原住民族低收入戶以工代賑人次每年統計,政府開放資料平臺;桃園市政府,主計處,CSV,1,OGDL-1.0,2026/8/7 下午 06:26:06,https://odportal.tw/dataset/_sBlObvz,https://opendata.tycg.gov.tw/datalist/737843c0-dd0a-4bea-9a78-b17d12e0d2ed,真資料,1,1,14.0,,text,2,BLu4DZic;_sBlObvz,False
原住民族委員會丹娜絲颱風及七二八豪雨災後復原重建特別預算會計月報,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 01:17:59,https://odportal.tw/dataset/BaniPB8s,https://data.gov.tw/dataset/176012,真資料,3,2,1.0,,json;text,1,BaniPB8s,False
111年直轄市山地原住民區民代表選舉第1次賸餘政治獻金會計報告書,政府開放資料平臺,,ZIP,1,OGDL-1.0,2025/2/24 下午 02:36:44,https://odportal.tw/dataset/BcQZdNXl,https://data.gov.tw/dataset/168930,二進位,1,1,,,zip,1,BcQZdNXl,False
原住民族綜合發展基金附屬單位決算,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:06:12,https://odportal.tw/dataset/BjkOjdN-,https://data.gov.tw/dataset/112727,連結殼,3,2,12.0,檔案pdf,json;text,1,BjkOjdN-,False
原住民族經濟戶長教育程度－按性別、年齡區域分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:59:42,https://odportal.tw/dataset/C21yyRyF,https://data.gov.tw/dataset/91818,真資料,3,2,33.0,,json;text,1,C21yyRyF,False
新竹縣原住民族家庭服務中心,新竹縣政府,彭承辦女士,CSV;JSON;XLSX;XML,4,,2024/10/14 上午 12:00:00,https://odportal.tw/dataset/C6TAZEoN,https://www.hsinchu.gov.tw/OpenDataDetail.aspx?n=1&s=583,二進位,4,2,3.0,網址,json;zip,1,C6TAZEoN,False
台閩原住民族人口-按區域別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/21 下午 03:59:15,https://odportal.tw/dataset/CBwNbZmt,https://data.gov.tw/dataset/145936,真資料,3,2,1144.0,,json;text,1,CBwNbZmt,False
原住民族委員會非原住民廠商得標採購案件,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:02:31,https://odportal.tw/dataset/CZH2Hzt-,https://data.gov.tw/dataset/129537,真資料,3,2,957.0,,json;text,1,CZH2Hzt-,False
原住民族家庭經濟戶長就業情形依族別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:58:51,https://odportal.tw/dataset/Cfpk1SB6,https://data.gov.tw/dataset/145193,真資料,3,2,16.0,,json;text,1,Cfpk1SB6,False
高雄市原住民中輟生人數,政府開放資料平臺,,JSON,1,OGDL-1.0,2025/7/16 上午 10:52:59,https://odportal.tw/dataset/CgveK0P6,https://data.gov.tw/dataset/127114,真資料,1,1,12.0,,json,1,CgveK0P6,False
原住民族就業者從事非典型就業工作的原因-按地區別分-108年以前,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 12:16:46,https://odportal.tw/dataset/Coi87TpL,https://data.gov.tw/dataset/161543,真資料,3,2,168.0,,json;text,1,Coi87TpL,False
原住民族文化元素與部落資源運用情形-按行業別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:12:07,https://odportal.tw/dataset/Cr5T5UpG,https://data.gov.tw/dataset/174309,真資料,3,2,36.0,,json;text,1,Cr5T5UpG,False
原住民族就業者的職業-按地區別分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:14:26,https://odportal.tw/dataset/CrTvLsDo,https://data.gov.tw/dataset/161539,真資料,3,2,320.0,,json;text,1,CrTvLsDo,False
原住民族就業者目前場所工作年資狀況-按地區別分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:14:00,https://odportal.tw/dataset/Cy6Pslr5,https://data.gov.tw/dataset/161532,真資料,3,2,320.0,,json;text,1,Cy6Pslr5,False
高雄市原住民中輟生人數,高雄市政府,主計處,CSV;JSON,2,OGDL-1.0,2026/7/24 上午 08:17:32,https://odportal.tw/dataset/D6ZDc7WF,https://data.kcg.gov.tw/DataSet/Detail/2aea681b-674f-4086-a718-9cd78da4079e,真資料,2,2,12.0,,json;text,1,D6ZDc7WF,False
107年直轄市山地原住民區民代表政治獻金會計報告書(首次申報),政府開放資料平臺,,ZIP,1,OGDL-1.0,2022/5/5 上午 09:02:52,https://odportal.tw/dataset/D70VufqY,https://data.gov.tw/dataset/128949,二進位,1,1,,,zip,1,D70VufqY,False
臺南市國民小學原住民學生數,臺南市政府,臺南市政府教育局,CSV;JSON,32,OGDL-1.0,2026/7/3 上午 10:06:26,https://odportal.tw/dataset/D7Wfw4Al,https://data.tainan.gov.tw/DataSet/Detail/81c89f58-046c-4669-93c7-c89b6489bc54,真資料,32,2,17.0,,html;text,1,D7Wfw4Al,False
澎湖縣西嶼鄉原住民人口年齡層統計,政府開放資料平臺;澎湖縣政府,西嶼戶政事務所,CSV;JSON;XML,3,OGDL-1.0,2026/8/2 上午 12:02:15,https://odportal.tw/dataset/D9yZwoFh,http://opendata.penghu.gov.tw/dataset/kh10000-2022-08-04-1659579011,真資料,3,2,22.0,,json;text,2,D9yZwoFh;_PvpEdWK,False
原住民族委員會獎勵原住民族經貿拓銷業務國內外補助清單,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:50:42,https://odportal.tw/dataset/DBYMANwc,https://data.gov.tw/dataset/145174,真資料,3,2,52.0,,json;text,1,DBYMANwc,False
桃園市原住民身心障礙人數按行政區分每年統計,政府開放資料平臺;桃園市政府,主計處,CSV,1,OGDL-1.0,2026/8/5 上午 10:04:12,https://odportal.tw/dataset/DEOt1gHh,https://opendata.tycg.gov.tw/datalist/3dce0dc0-31cb-4dee-b76f-7fb84c7eb937,真資料,1,1,13.0,,text,2,DEOt1gHh;XB8UNp_J,False
歷年原住民族傳統領域調查成果範圍(91-98年),政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:10:28,https://odportal.tw/dataset/DQKVO6Q1,https://data.gov.tw/dataset/45350,真資料,3,2,2.0,,json;text,1,DQKVO6Q1,False
112年澎湖縣馬公市各里　現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/8/7 下午 04:28:37,https://odportal.tw/dataset/Dc4Z7sB0,https://data.gov.tw/dataset/160890,失效,3,2,,,,1,Dc4Z7sB0,False
30220-02-04-2 臺中市原住民終身學習及文化社教活動辦理情形,政府開放資料平臺;臺中市政府,臺中市政府原住民族事務委員會,CSV;JSON;XML,28,OGDL-1.0,2026/8/11 下午 03:37:23,https://odportal.tw/dataset/DcfyOg5t,https://opendata.taichung.gov.tw/search/1c079a59-8fe4-4994-bd97-0279372621f3,真資料,28,3,6.0,,json,2,DcfyOg5t;QRkPo9iQ,False
